"","X","file_id","newspaper_name1","news_address","news_location.lon","news_location.lat","city1","newspaper_state_code","date","year","page","URL","lynch_address","city_lynch","state_lynch","lynching.lon","lynching.lat","Comments.or.notes.","index","sn","news_location","lynch_location","miles","in_state","decade","Newspaper_State","Newspaper_Region"
"67",68,8262,NA,"NA, Missouri",101.75239,20.92408,NA,"MO","10/22/1892",1892,"seq-1","https://articleextractor.org/pages/8262/mohi_jerome_ver01/sn89066818/1892/10/22/ed-1/seq-1/1","Monroeville, AL","Monroeville","AL",-87.324708,31.52794,"lynched 4 men",2557,"sn89066818","101.75239, 20.92408","-87.324708, 31.52794",8773,"N","1890s","Missouri","North Central"
"68",69,8262,NA,"NA, Missouri",101.75239,20.92408,NA,"MO","10/22/1892",1892,"seq-1","https://articleextractor.org/pages/8262/mohi_jerome_ver01/sn89066818/1892/10/22/ed-1/seq-1/1","Monroeville, AL","Monroeville","AL",-87.324708,31.52794,"lynched 4 men",2558,"sn89066818","101.75239, 20.92408","-87.324708, 31.52794",8773,"N","1890s","Missouri","North Central"
"69",70,8263,NA,"NA, North Dakota",-101.00201,47.551493,NA,"ND","5/28/1892",1892,"seq-2","https://articleextractor.org/pages/8263/ndhi_lawrencium_ver01/sn88076679/1892/05/28/ed-1/seq-2/1","Mobile, AL","Mobile","AL",-88.039891,30.695366,NA,2559,"sn88076679","-101.00201, 47.551493","-88.039891, 30.695366",1354,"N","1890s","North Dakota","North Central"
"70",74,8268,NA,"NA, Illinois",-89.39853,40.633125,NA,"IL","6/28/1884",1884,"seq-3","https://articleextractor.org/pages/8268/iune_archives_ver01/sn87082573/1884/06/28/ed-1/seq-3/1","Mound City, IL","Mound City","IL",-89.162573,37.085329,NA,2563,"sn87082573","-89.39853, 40.633125","-89.162573, 37.085329",246,"Y","1880s","Illinois","North Central"
"71",75,8269,"The morning news ","Savannah, Georgia",-81.0912,32.080899,"Savannah","GA","3/21/1890",1890,"seq-2","https://articleextractor.org/pages/8269/gu_columbo_ver02/sn86063034/1890/03/21/ed-1/seq-2/1","cincinnati, OH","cincinnati","OH",-84.51202,39.103118,"Charlottesville --> protecting to stop a possible lynching",2564,"sn86063034","-81.0912, 32.080899","-84.51202, 39.103118",522,"N","1890s","Georgia","South"
"72",76,8269,"The morning news ","Savannah, Georgia",-81.0912,32.080899,"Savannah","GA","3/21/1890",1890,"seq-2","https://articleextractor.org/pages/8269/gu_columbo_ver02/sn86063034/1890/03/21/ed-1/seq-2/1","cincinnati, OH","cincinnati","OH",-84.51202,39.103118,"Charlottesville --> protecting to stop a possible lynching",2565,"sn86063034","-81.0912, 32.080899","-84.51202, 39.103118",522,"N","1890s","Georgia","South"
"73",78,8276,NA,"NA, South Dakota",-99.90181,43.969515,NA,"SD","8/6/1909",1909,"seq-6","https://articleextractor.org/pages/8276/sdhi_dagger_ver01/sn96090259/1909/08/06/ed-1/seq-6/1","Platte City, MO","Platte City","MO",-94.782461,39.370277,NA,2569,"sn96090259","-99.90181, 43.969515","-94.782461, 39.370277",414,"N","1900s","South Dakota","North Central"
"74",79,8278,"The morning news ","Savannah, Georgia",-81.0912,32.080899,"Savannah","GA","10/18/1887",1887,"seq-1","https://articleextractor.org/pages/8278/gu_bobbsey_ver02/sn86063034/1887/10/18/ed-1/seq-1/1","Charleston, WV","Charleston","WV",-81.632623,38.34982,NA,2570,"sn86063034","-81.0912, 32.080899","-81.632623, 38.34982",435,"N","1880s","Georgia","South"
"75",80,8280,"St. Paul daily globe ","Saint Paul, Minnesota",-93.08996,44.953703,"Saint Paul","MN","8/15/1887",1887,"seq-2","https://articleextractor.org/pages/8280/mnhi_sebeka_ver01/sn90059522/1887/08/15/ed-1/seq-2/1","Jersey City, NJ","Jersey City","NJ",-74.043143,40.717754,"Attempted lynching of innocent man, was not followed through",2571,"sn90059522","-93.08996, 44.953703","-74.043143, 40.717754",1007,"N","1880s","Minnesota","North Central"
"76",81,8288,NA,"NA, Michigan",-85.60236,44.314844,NA,"MI","1/26/1900",1900,"seq-11","https://articleextractor.org/pages/8288/mimtptc_baldwin_ver01/sn98066406/1900/01/26/ed-1/seq-11/1","Fort Scott, KS","Fort Scott","KS",-94.708295,37.839763,"2 men lynched, mob of 400 people",2572,"sn98066406","-85.60236, 44.314844","-94.708295, 37.839763",652,"N","1900s","Michigan","North Central"
"77",82,8289,NA,"NA, Mississippi",-89.39853,32.354668,NA,"MS","8/1/1917",1917,"seq-1","https://articleextractor.org/pages/8289/msar_damask_ver02/sn89065008/1917/08/01/ed-1/seq-1/1","Butte, MT","Butte","MT",-112.534778,46.003823,"Prominent labor leader at the time lynched",2573,"sn89065008","-89.39853, 32.354668","-112.534778, 46.003823",1549,"N","1910s","Mississippi","South"
"78",83,8290,"The news & observer ","Raleigh, North Carolina",-78.63818,35.77959,"Raleigh","NC","4/19/1899",1899,"seq-2","https://articleextractor.org/pages/8290/ncu_ford_ver02/sn85042104/1899/04/19/ed-1/seq-2/1","Henderson, TN","Henderson","TN",-88.641441,35.439244,NA,2574,"sn85042104","-78.63818, 35.77959","-88.641441, 35.439244",563,"N","1890s","North Carolina","South"
"79",84,8292,NA,"NA, Oregon",-120.5542,43.804133,NA,"OR","7/17/1914",1914,"seq-1","https://articleextractor.org/pages/8292/oru_bobolink_ver01/sn99063957/1914/07/17/ed-1/seq-1/1","Whitney, OR","Whitney","OR",NA,NA,NA,2575,"sn99063957","-120.5542, 43.804133","NA, NA",NA,"Y","1910s","Oregon","West"
"80",85,8301,NA,"NA, Illinois",-89.39853,40.633125,NA,"IL","5/5/1891",1891,"seq-4","https://articleextractor.org/pages/8301/iune_deckle_ver01/sn92053945/1891/05/05/ed-1/seq-4/1","West Denver, CO","West Denver","CO",-105.024788,39.711047,NA,2581,"sn92053945","-89.39853, 40.633125","-105.024788, 39.711047",827,"N","1890s","Illinois","North Central"
"81",86,8303,"The Globe-republican ","Dodge City, Kansas",-100.01708,37.752798,"Dodge City","KS","4/15/1891",1891,"seq-2","https://articleextractor.org/pages/8303/khi_cessna_ver01/sn84029853/1891/04/15/ed-1/seq-2/1","Kenton, OR","Kenton","OR",-83.609652,40.646998,"for the Zealandi lynching (2 men were shot in jail), I could not find anything on the incident/the place where it says it happened. Print is clear but I'm not finding anything on location",2582,"sn84029853","-100.01708, 37.752798","-83.609652, 40.646998",901,"N","1890s","Kansas","North Central"
"82",87,8303,"The Globe-republican ","Dodge City, Kansas",-100.01708,37.752798,"Dodge City","KS","4/15/1891",1891,"seq-2","https://articleextractor.org/pages/8303/khi_cessna_ver01/sn84029853/1891/04/15/ed-1/seq-2/1","Kenton, OH","Kenton","OH",-83.609652,40.646998,NA,2582,"sn84029853","-100.01708, 37.752798","-83.609652, 40.646998",901,"N","1890s","Kansas","North Central"
"83",88,8303,"The Globe-republican ","Dodge City, Kansas",-100.01708,37.752798,"Dodge City","KS","4/15/1891",1891,"seq-2","https://articleextractor.org/pages/8303/khi_cessna_ver01/sn84029853/1891/04/15/ed-1/seq-2/1","Kenton, OR","Kenton","OR",-83.609652,40.646998,"for the Zealandi lynching (2 men were shot in jail), I could not find anything on the incident/the place where it says it happened. Print is clear but I'm not finding anything on location",2583,"sn84029853","-100.01708, 37.752798","-83.609652, 40.646998",901,"N","1890s","Kansas","North Central"
"84",89,8303,"The Globe-republican ","Dodge City, Kansas",-100.01708,37.752798,"Dodge City","KS","4/15/1891",1891,"seq-2","https://articleextractor.org/pages/8303/khi_cessna_ver01/sn84029853/1891/04/15/ed-1/seq-2/1","Kenton, OH","Kenton","OH",-83.609652,40.646998,NA,2583,"sn84029853","-100.01708, 37.752798","-83.609652, 40.646998",901,"N","1890s","Kansas","North Central"
"85",90,8304,NA,"NA, Nebraska",-99.90181,41.492537,NA,"NE","7/28/1887",1887,"seq-4","https://articleextractor.org/pages/8304/nbu_chadron_ver01/sn99021999/1887/07/28/ed-1/seq-4/1","Nebraska City, NE","Nebraska City","NE",-95.859362,40.676575,NA,2584,"sn99021999","-99.90181, 41.492537","-95.859362, 40.676575",218,"Y","1880s","Nebraska","North Central"
"86",91,8305,"New Ulm weekly review ","New Ulm, Minnesota",-94.4593,44.314439,"New Ulm","MN","3/18/1891",1891,"seq-3","https://articleextractor.org/pages/8305/mnhi_audi_ver01/sn89064939/1891/03/18/ed-1/seq-3/1","New Orleans, LA","New Orleans","LA",-90.071532,29.951066,NA,2585,"sn89064939","-94.4593, 44.314439","-90.071532, 29.951066",1022,"N","1890s","Minnesota","North Central"
"87",92,8305,"New Ulm weekly review ","New Ulm, Minnesota",-94.4593,44.314439,"New Ulm","MN","3/18/1891",1891,"seq-3","https://articleextractor.org/pages/8305/mnhi_audi_ver01/sn89064939/1891/03/18/ed-1/seq-3/1","New Orleans, LA","New Orleans","LA",-90.071532,29.951066,NA,2586,"sn89064939","-94.4593, 44.314439","-90.071532, 29.951066",1022,"N","1890s","Minnesota","North Central"
"88",93,8308,"Grant County herald ","Lancaster, Wisconsin",-90.71068,42.84749,"Lancaster","WI","12/5/1889",1889,"seq-4","https://articleextractor.org/pages/8308/whi_jyme_ver01/sn85033133/1889/12/05/ed-1/seq-4/1","Preston, WI","Preston","WI",-89.794289,44.038771,NA,2587,"sn85033133","-90.71068, 42.84749","-89.794289, 44.038771",94,"Y","1880s","Wisconsin","North Central"
"89",94,8314,"The Chanute times ","Chanute, Kansas",-95.4572,37.679214,"Chanute","KS","6/18/1897",1897,"seq-2","https://articleextractor.org/pages/8314/khi_isabel_ver01/sn85030529/1897/06/18/ed-1/seq-2/2","Somerset County, MD","Somerset County","MD",-75.853395,38.086233,NA,2588,"sn85030529","-95.4572, 37.679214","-75.853395, 38.086233",1069,"N","1890s","Kansas","North Central"
"90",95,8316,NA,"NA, Virginia",-57.59659,-25.309101,NA,"VA","6/21/1911",1911,"seq-6","https://articleextractor.org/pages/8316/vi_oldenburg_ver01/sn90052005/1911/06/21/ed-1/seq-6/1","Valentine, NE","Valentine","NE",-100.550967,42.872783,NA,2590,"sn90052005","-57.59659, -25.309101","-100.550967, 42.872783",5451,"N","1910s","Virginia","South"
"91",96,8321,NA,"NA, Minnesota",-94.6859,46.729553,NA,"MN","11/13/1912",1912,"seq-3","https://articleextractor.org/pages/8321/mnhi_buick_ver01/sn89081128/1912/11/13/ed-1/seq-3/3","Kidder County, ND","Kidder County","ND",-99.750686,46.876631,NA,2592,"sn89081128","-94.6859, 46.729553","-99.750686, 46.876631",240,"N","1910s","Minnesota","North Central"
"92",97,8325,"River Falls journal ","River Falls, Wisconsin",-92.62381,44.861356,"River Falls","WI","1/5/1888",1888,"seq-2","https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1888/01/05/ed-1/seq-2/3","Black Hills, NA","Black Hills",NA,-103.771769,43.993948,NA,2595,"sn85033255","-92.62381, 44.861356","-103.771769, 43.993948",553,"N","1880s","Wisconsin","North Central"
"93",98,8325,"River Falls journal ","River Falls, Wisconsin",-92.62381,44.861356,"River Falls","WI","1/5/1888",1888,"seq-2","https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1888/01/05/ed-1/seq-2/3","St Francis County, AK","St Francis County","AK",-90.715275,34.992653,NA,2595,"sn85033255","-92.62381, 44.861356","-90.715275, 34.992653",690,"N","1880s","Wisconsin","North Central"
"94",99,8325,"River Falls journal ","River Falls, Wisconsin",-92.62381,44.861356,"River Falls","WI","1/5/1888",1888,"seq-2","https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1888/01/05/ed-1/seq-2/3","Black Hills, NA","Black Hills",NA,-103.771769,43.993948,NA,2596,"sn85033255","-92.62381, 44.861356","-103.771769, 43.993948",553,"N","1880s","Wisconsin","North Central"
"95",100,8325,"River Falls journal ","River Falls, Wisconsin",-92.62381,44.861356,"River Falls","WI","1/5/1888",1888,"seq-2","https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1888/01/05/ed-1/seq-2/3","St Francis County, AK","St Francis County","AK",-90.715275,34.992653,NA,2596,"sn85033255","-92.62381, 44.861356","-90.715275, 34.992653",690,"N","1880s","Wisconsin","North Central"
"96",101,8325,"River Falls journal ","River Falls, Wisconsin",-92.62381,44.861356,"River Falls","WI","1/5/1888",1888,"seq-2","https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1888/01/05/ed-1/seq-2/3","Black Hills, NA","Black Hills",NA,-103.771769,43.993948,NA,2597,"sn85033255","-92.62381, 44.861356","-103.771769, 43.993948",553,"N","1880s","Wisconsin","North Central"
"97",102,8325,"River Falls journal ","River Falls, Wisconsin",-92.62381,44.861356,"River Falls","WI","1/5/1888",1888,"seq-2","https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1888/01/05/ed-1/seq-2/3","St Francis County, AK","St Francis County","AK",-90.715275,34.992653,NA,2597,"sn85033255","-92.62381, 44.861356","-90.715275, 34.992653",690,"N","1880s","Wisconsin","North Central"
"98",103,8325,"River Falls journal ","River Falls, Wisconsin",-92.62381,44.861356,"River Falls","WI","1/5/1888",1888,"seq-2","https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1888/01/05/ed-1/seq-2/3","Black Hills, NA","Black Hills",NA,-103.771769,43.993948,NA,2598,"sn85033255","-92.62381, 44.861356","-103.771769, 43.993948",553,"N","1880s","Wisconsin","North Central"
"99",104,8325,"River Falls journal ","River Falls, Wisconsin",-92.62381,44.861356,"River Falls","WI","1/5/1888",1888,"seq-2","https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1888/01/05/ed-1/seq-2/3","St Francis County, AK","St Francis County","AK",-90.715275,34.992653,NA,2598,"sn85033255","-92.62381, 44.861356","-90.715275, 34.992653",690,"N","1880s","Wisconsin","North Central"
"100",105,8325,"River Falls journal ","River Falls, Wisconsin",-92.62381,44.861356,"River Falls","WI","1/5/1888",1888,"seq-2","https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1888/01/05/ed-1/seq-2/3","Black Hills, NA","Black Hills",NA,-103.771769,43.993948,NA,2599,"sn85033255","-92.62381, 44.861356","-103.771769, 43.993948",553,"N","1880s","Wisconsin","North Central"
"101",106,8325,"River Falls journal ","River Falls, Wisconsin",-92.62381,44.861356,"River Falls","WI","1/5/1888",1888,"seq-2","https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1888/01/05/ed-1/seq-2/3","St Francis County, AK","St Francis County","AK",-90.715275,34.992653,NA,2599,"sn85033255","-92.62381, 44.861356","-90.715275, 34.992653",690,"N","1880s","Wisconsin","North Central"
"102",107,8325,"River Falls journal ","River Falls, Wisconsin",-92.62381,44.861356,"River Falls","WI","1/5/1888",1888,"seq-2","https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1888/01/05/ed-1/seq-2/3","Black Hills, NA","Black Hills",NA,-103.771769,43.993948,NA,2600,"sn85033255","-92.62381, 44.861356","-103.771769, 43.993948",553,"N","1880s","Wisconsin","North Central"
"103",108,8325,"River Falls journal ","River Falls, Wisconsin",-92.62381,44.861356,"River Falls","WI","1/5/1888",1888,"seq-2","https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1888/01/05/ed-1/seq-2/3","St Francis County, AK","St Francis County","AK",-90.715275,34.992653,NA,2600,"sn85033255","-92.62381, 44.861356","-90.715275, 34.992653",690,"N","1880s","Wisconsin","North Central"
"104",109,8325,"River Falls journal ","River Falls, Wisconsin",-92.62381,44.861356,"River Falls","WI","1/5/1888",1888,"seq-2","https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1888/01/05/ed-1/seq-2/3","Black Hills, NA","Black Hills",NA,-103.771769,43.993948,NA,2601,"sn85033255","-92.62381, 44.861356","-103.771769, 43.993948",553,"N","1880s","Wisconsin","North Central"
"105",110,8325,"River Falls journal ","River Falls, Wisconsin",-92.62381,44.861356,"River Falls","WI","1/5/1888",1888,"seq-2","https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1888/01/05/ed-1/seq-2/3","St Francis County, AK","St Francis County","AK",-90.715275,34.992653,NA,2601,"sn85033255","-92.62381, 44.861356","-90.715275, 34.992653",690,"N","1880s","Wisconsin","North Central"
"106",111,8327,"The Salt Lake herald ","Salt Lake City , Utah",-111.89105,40.760779,"Salt Lake City ","UT","11/2/1889",1889,"seq-1","https://articleextractor.org/pages/8327/uuml_griffith_ver01/sn85058130/1889/11/02/ed-1/seq-1/2","Milton, WV","Milton","WV",-82.132364,38.434532,NA,2602,"sn85058130","-111.89105, 40.760779","-82.132364, 38.434532",1587,"N","1880s","Utah","West"
"107",112,8328,"The Globe-republican ","Dodge City, Kansas",-100.01708,37.752798,"Dodge City","KS","8/18/1898",1898,"seq-7","https://articleextractor.org/pages/8328/khi_cessna_ver01/sn84029853/1898/08/18/ed-1/seq-7/2","Little Rock, AK","Little Rock","AK",-92.288016,34.744462,"3 men 5 women",2603,"sn84029853","-100.01708, 37.752798","-92.288016, 34.744462",479,"N","1890s","Kansas","North Central"
"108",113,8329,"The herald ","Los Angeles , California",-118.24264,34.054908,"Los Angeles ","CA","5/21/1895",1895,"seq-1","https://articleextractor.org/pages/8329/curiv_ogilby_ver01/sn85042461/1895/05/21/ed-1/seq-1/2","Lafayette County, MS","Lafayette County","MS",-89.474218,34.418699,"Flayed and burned 3 men alive",2604,"sn85042461","-118.24264, 34.054908","-89.474218, 34.418699",1640,"N","1890s","California","West"
"109",114,8330,"The daily morning Astorian ","Astoria, Oregon",-123.83125,46.187884,"Astoria","OR","12/20/1889",1889,"seq-3","https://articleextractor.org/pages/8330/oru_hufnagel_ver02/sn96061150/1889/12/20/ed-1/seq-3/2","Owensboro, KY","Owensboro","KY",-87.111168,37.771907,NA,2605,"sn96061150","-123.83125, 46.187884","-87.111168, 37.771907",1956,"N","1880s","Oregon","West"
"110",115,8331,"Democratic Northwest ","Napoleon, Ohio",-84.12522,41.392273,"Napoleon","OH","5/30/1889",1889,"seq-7","https://articleextractor.org/pages/8331/ohi_ingstad_ver01/sn84028296/1889/05/30/ed-1/seq-7/3","Columbia, LA","Columbia","LA",-92.077913,32.105157,NA,2606,"sn84028296","-84.12522, 41.392273","-92.077913, 32.105157",778,"N","1880s","Ohio","North Central"
"111",116,8332,"Evening journal ","Wilmington, Delaware",-75.54839,39.744655,"Wilmington","DE","1/9/1897",1897,"seq-6","https://articleextractor.org/pages/8332/deu_bear_ver01/sn85042354/1897/01/09/ed-1/seq-6/2","Sumter, SC","Sumter","SC",-80.341469,33.920435,NA,2607,"sn85042354","-75.54839, 39.744655","-80.341469, 33.920435",482,"N","1890s","Delaware","South"
"112",117,8332,"Evening journal ","Wilmington, Delaware",-75.54839,39.744655,"Wilmington","DE","1/9/1897",1897,"seq-6","https://articleextractor.org/pages/8332/deu_bear_ver01/sn85042354/1897/01/09/ed-1/seq-6/2","Sumter, SC","Sumter","SC",-80.341469,33.920435,NA,2608,"sn85042354","-75.54839, 39.744655","-80.341469, 33.920435",482,"N","1890s","Delaware","South"
"113",118,8335,"The Wichita daily eagle ","Wichita, Kansas",-97.33005,37.687176,"Wichita","KS","8/27/1895",1895,"seq-1","https://articleextractor.org/pages/8335/khi_jennison_ver01/sn82014635/1895/08/27/ed-1/seq-1/4","Yreka, CA","Yreka","CA",-122.634471,41.735419,NA,2609,"sn82014635","-97.33005, 37.687176","-122.634471, 41.735419",1370,"N","1890s","Kansas","North Central"
"114",119,8336,"Daily inter mountain ","Butte, Montana",-112.53478,46.003823,"Butte","MT","1/15/1901",1901,"seq-8","https://articleextractor.org/pages/8336/mthi_kestrel_ver02/sn85053057/1901/01/15/ed-1/seq-8/2","Leavenworth, KS","Leavenworth","KS",-94.927937,39.310352,"Topeka was an attempted lynching",2610,"sn85053057","-112.53478, 46.003823","-94.927937, 39.310352",1005,"N","1900s","Montana","West"
"115",120,8336,"Daily inter mountain ","Butte, Montana",-112.53478,46.003823,"Butte","MT","1/15/1901",1901,"seq-8","https://articleextractor.org/pages/8336/mthi_kestrel_ver02/sn85053057/1901/01/15/ed-1/seq-8/2","Leavenworth, KS","Leavenworth","KS",-94.927937,39.310352,"Topeka was an attempted lynching",2611,"sn85053057","-112.53478, 46.003823","-94.927937, 39.310352",1005,"N","1900s","Montana","West"
"116",121,8339,"The Paducah daily sun ","Paducah, Kentucky",-88.60005,37.083389,"Paducah","KY","12/28/1896",1896,"seq-2","https://articleextractor.org/pages/8339/kyu_batman_ver01/sn85052118/1896/12/28/ed-1/seq-2/2","Owensboro, KY","Owensboro","KY",-87.111168,37.771907,NA,2613,"sn85052118","-88.60005, 37.083389","-87.111168, 37.771907",95,"Y","1890s","Kentucky","South"
"117",122,8339,"The Paducah daily sun ","Paducah, Kentucky",-88.60005,37.083389,"Paducah","KY","12/28/1896",1896,"seq-2","https://articleextractor.org/pages/8339/kyu_batman_ver01/sn85052118/1896/12/28/ed-1/seq-2/2","Owensboro, KY","Owensboro","KY",-87.111168,37.771907,NA,2614,"sn85052118","-88.60005, 37.083389","-87.111168, 37.771907",95,"Y","1890s","Kentucky","South"
