"","X.1","file_id2","newspaper_name","newspaper_state","date","year","month","day","page","edition","mod_id","unnamed_0","file_id","article_id","sn","url","black_press","filename","X","index","article_title","newspaper_city","collection","abstract","store_id","authors","document_type","issn","pages","find_a_copy","start_page","filepath"
"74",328,"8632_2",NA,"Tennessee","1889-09-13",1889,9,13,"seq-1","ed-1",1,11081,8632,2,"sn89058007","https://articleextractor.org/pages/8632/tu_ida_ver01/sn89058007/1889/09/13/ed-1/seq-1/0?user_id=6",NA,"8632_2.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",333,"8639_0","The Dallas daily herald (Dallas, Tex.)","Texas","1886-10-28",1886,10,28,"seq-6","ed-1",1,11403,8639,0,"sn83025733","https://articleextractor.org/pages/8639/txdn_eagle_ver01/sn83025733/1886/10/28/ed-1/seq-6/0?user_id=6",NA,"8639_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",353,"8668_0","Fisherman & farmer (Edenton, N.C.)","North Carolina","1891-04-03",1891,4,3,"seq-6","ed-1",1,7988,8668,0,"sn91068084","https://articleextractor.org/pages/8668/ncu_elk_ver01/sn91068084/1891/04/03/ed-1/seq-6/0?user_id=6",NA,"8668_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",354,"8669_0","The Washington bee (Washington, D.C...)","District of Columbia","1892-07-09",1892,7,9,"seq-2","ed-1",1,2181,8669,0,"sn84025891","https://articleextractor.org/pages/8669/dlc_harry_ver01/sn84025891/1892/07/09/ed-1/seq-2/0?user_id=6","Y","8669_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",355,"8669_1","The Washington bee (Washington, D.C...)","District of Columbia","1892-07-09",1892,7,9,"seq-2","ed-1",1,2182,8669,1,"sn84025891","https://articleextractor.org/pages/8669/dlc_harry_ver01/sn84025891/1892/07/09/ed-1/seq-2/0?user_id=6","Y","8669_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",356,"8669_2","The Washington bee (Washington, D.C...)","District of Columbia","1892-07-09",1892,7,9,"seq-2","ed-1",1,2183,8669,2,"sn84025891","https://articleextractor.org/pages/8669/dlc_harry_ver01/sn84025891/1892/07/09/ed-1/seq-2/0?user_id=6","Y","8669_2.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",357,"8669_3","The Washington bee (Washington, D.C...)","District of Columbia","1892-07-09",1892,7,9,"seq-2","ed-1",1,2184,8669,3,"sn84025891","https://articleextractor.org/pages/8669/dlc_harry_ver01/sn84025891/1892/07/09/ed-1/seq-2/0?user_id=6","Y","8669_3.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",358,"8669_4","The Washington bee (Washington, D.C...)","District of Columbia","1892-07-09",1892,7,9,"seq-2","ed-1",1,2185,8669,4,"sn84025891","https://articleextractor.org/pages/8669/dlc_harry_ver01/sn84025891/1892/07/09/ed-1/seq-2/0?user_id=6","Y","8669_4.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",359,"8669_5","The Washington bee (Washington, D.C...)","District of Columbia","1892-07-09",1892,7,9,"seq-2","ed-1",1,2186,8669,5,"sn84025891","https://articleextractor.org/pages/8669/dlc_harry_ver01/sn84025891/1892/07/09/ed-1/seq-2/0?user_id=6","Y","8669_5.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",362,"8673_0","The morning news (Savannah, Ga.)","Georgia","1894-10-27",1894,10,27,"seq-1","ed-1",1,2668,8673,0,"sn86063034","https://articleextractor.org/pages/8673/gu_drew_ver02/sn86063034/1894/10/27/ed-1/seq-1/0?user_id=6",NA,"8673_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",363,"8673_1","The morning news (Savannah, Ga.)","Georgia","1894-10-27",1894,10,27,"seq-1","ed-1",1,2669,8673,1,"sn86063034","https://articleextractor.org/pages/8673/gu_drew_ver02/sn86063034/1894/10/27/ed-1/seq-1/0?user_id=6",NA,"8673_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",376,"8703_0","The progressive farmer (Winston, N.C.)","North Carolina","1901-09-10",1901,9,10,"seq-3","ed-1",1,8311,8703,0,"sn92073049","https://articleextractor.org/pages/8703/ncu_johns_ver01/sn92073049/1901/09/10/ed-1/seq-3/0?user_id=6",NA,"8703_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",377,"8704_0","The times (Washington [D.C...)","District of Columbia","1899-07-28",1899,7,28,"seq-1","ed-1",1,2118,8704,0,"sn85054468","https://articleextractor.org/pages/8704/dlc_franklin_ver01/sn85054468/1899/07/28/ed-1/seq-1/0?user_id=6",NA,"8704_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",380,"8710_0",NA,"Mississippi","1901-02-14",1901,2,14,"seq-4","ed-1",1,7127,8710,0,"sn87065046","https://articleextractor.org/pages/8710/msar_karakul_ver02/sn87065046/1901/02/14/ed-1/seq-4/0?user_id=6",NA,"8710_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",385,"8717_0","Huntsville gazette (Huntsville, Ala...)","Alabama","1887-03-12",1887,3,12,"seq-1","ed-1",1,896,8717,0,"sn84020151","https://articleextractor.org/pages/8717/au_inman_ver01/sn84020151/1887/03/12/ed-1/seq-1/0?user_id=6","Y","8717_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",386,"8717_1","Huntsville gazette (Huntsville, Ala...)","Alabama","1887-03-12",1887,3,12,"seq-1","ed-1",1,898,8717,1,"sn84020151","https://articleextractor.org/pages/8717/au_inman_ver01/sn84020151/1887/03/12/ed-1/seq-1/0?user_id=6","Y","8717_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",388,"8721_0","The day book (Norfolk, Va.)","Virginia","1859-10-17",1859,10,17,"seq-2","ed-1",1,12023,8721,0,"sn85025697","https://articleextractor.org/pages/8721/vi_icelandic_ver01/sn85025697/1859/10/17/ed-1/seq-2/0?user_id=6",NA,"8721_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",392,"8726_0","The North-Carolinian (Fayetteville [N...)","North Carolina","1860-05-05",1860,5,5,"seq-3","ed-1",1,8266,8726,0,"sn84020750","https://articleextractor.org/pages/8726/ncu_jefferson_ver02/sn84020750/1860/05/05/ed-1/seq-3/0?user_id=6",NA,"8726_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",394,"8728_0","The Birmingham age-herald (Birmingham, Ala...)","Alabama","1906-08-27",1906,8,27,"seq-1","ed-1",1,830,8728,0,"sn85038485","https://articleextractor.org/pages/8728/au_evans_ver01/sn85038485/1906/08/27/ed-1/seq-1/0?user_id=6",NA,"8728_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",396,"8730_0","The Grenada sentinel (Grenada, Miss.)","Mississippi","1883-04-21",1883,4,21,"seq-6","ed-1",1,6965,8730,0,"sn85034375","https://articleextractor.org/pages/8730/msar_eyelet_ver02/sn85034375/1883/04/21/ed-1/seq-6/0?user_id=6",NA,"8730_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",397,"8730_1","The Grenada sentinel (Grenada, Miss.)","Mississippi","1883-04-21",1883,4,21,"seq-6","ed-1",1,6966,8730,1,"sn85034375","https://articleextractor.org/pages/8730/msar_eyelet_ver02/sn85034375/1883/04/21/ed-1/seq-6/0?user_id=6",NA,"8730_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",398,"8730_2","The Grenada sentinel (Grenada, Miss.)","Mississippi","1883-04-21",1883,4,21,"seq-6","ed-1",1,6967,8730,2,"sn85034375","https://articleextractor.org/pages/8730/msar_eyelet_ver02/sn85034375/1883/04/21/ed-1/seq-6/0?user_id=6",NA,"8730_2.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",399,"8730_3","The Grenada sentinel (Grenada, Miss.)","Mississippi","1883-04-21",1883,4,21,"seq-6","ed-1",1,6968,8730,3,"sn85034375","https://articleextractor.org/pages/8730/msar_eyelet_ver02/sn85034375/1883/04/21/ed-1/seq-6/0?user_id=6",NA,"8730_3.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",400,"8730_4","The Grenada sentinel (Grenada, Miss.)","Mississippi","1883-04-21",1883,4,21,"seq-6","ed-1",1,6969,8730,4,"sn85034375","https://articleextractor.org/pages/8730/msar_eyelet_ver02/sn85034375/1883/04/21/ed-1/seq-6/0?user_id=6",NA,"8730_4.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",405,"8739_0","Nashville union and American (Nashville, Tenn...)","Tennessee","1860-09-19",1860,9,19,"seq-3","ed-1",1,10894,8739,0,"sn85038518","https://articleextractor.org/pages/8739/tu_dolly_ver01/sn85038518/1860/09/19/ed-1/seq-3/0?user_id=6",NA,"8739_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",406,"8740_0","The Forrest City times (Forrest City, A...)","Arkansas","1891-01-23",1891,1,23,"seq-7","ed-1",1,444,8740,0,"sn84022960","https://articleextractor.org/pages/8740/arhi_bulbasaur_ver01/sn84022960/1891/01/23/ed-1/seq-7/0?user_id=6",NA,"8740_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",407,"8741_0","The daily phoenix (Columbia, S.C.)","South Carolina","1872-01-10",1872,1,10,"seq-2","ed-1",1,10282,8741,0,"sn84027008","https://articleextractor.org/pages/8741/scu_alexiavalentine_ver01/sn84027008/1872/01/10/ed-1/seq-2/0?user_id=6",NA,"8741_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",411,"8746_0","The morning news (Savannah, Ga.)","Georgia","1895-08-19",1895,8,19,"seq-1","ed-1",1,2675,8746,0,"sn86063034","https://articleextractor.org/pages/8746/gu_endeavour_ver01/sn86063034/1895/08/19/ed-1/seq-1/0?user_id=6",NA,"8746_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",412,"8747_0","The Forrest City times (Forrest City, A...)","Arkansas","1899-03-24",1899,3,24,"seq-1","ed-1",1,408,8747,0,"sn84022960","https://articleextractor.org/pages/8747/arhi_alakazam_ver01/sn84022960/1899/03/24/ed-1/seq-1/0?user_id=6",NA,"8747_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",419,"8752_0",NA,"Texas","1900-08-29",1900,8,29,"seq-1","ed-1",2,11444,8752,0,"sn86064199","https://articleextractor.org/pages/8752/txdn_gmc_ver02/sn86064199/1900/08/29/ed-1/seq-1/0?user_id=6",NA,"8752_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",420,"8752_1",NA,"Texas","1900-08-29",1900,8,29,"seq-1","ed-1",2,11443,8752,1,"sn86064199","https://articleextractor.org/pages/8752/txdn_gmc_ver02/sn86064199/1900/08/29/ed-1/seq-1/0?user_id=6",NA,"8752_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",428,"8762_0",NA,"Mississippi","1898-09-15",1898,9,15,"seq-7","ed-1",1,7126,8762,0,"sn87065046","https://articleextractor.org/pages/8762/msar_karakul_ver02/sn87065046/1898/09/15/ed-1/seq-7/0?user_id=6",NA,"8762_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",429,"8763_0","The Greenville times (Greenville, Mis...)","Mississippi","1897-10-09",1897,10,9,"seq-1","ed-1",1,6831,8763,0,"sn85034374","https://articleextractor.org/pages/8763/msar_braeburn_ver01/sn85034374/1897/10/09/ed-1/seq-1/0?user_id=6",NA,"8763_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",435,"8766_0","The times (Washington [D.C...)","District of Columbia","1898-06-07",1898,6,7,"seq-2","ed-1",1,2048,8766,0,"sn85054468","https://articleextractor.org/pages/8766/dlc_earl_ver02/sn85054468/1898/06/07/ed-1/seq-2/0?user_id=6",NA,"8766_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",437,"8768_0","The news & observer (Raleigh, N.C.)","North Carolina","1899-07-15",1899,7,15,"seq-1","ed-1",1,8154,8768,0,"sn85042104","https://articleextractor.org/pages/8768/ncu_griffin_ver01/sn85042104/1899/07/15/ed-1/seq-1/0?user_id=6",NA,"8768_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",448,"8777_0","Evening star (Washington, D.C...)","District of Columbia","1921-01-27",1921,1,27,"seq-7","ed-1",1,2196,8777,0,"sn83045462","https://articleextractor.org/pages/8777/dlc_hooloovoo_ver01/sn83045462/1921/01/27/ed-1/seq-7/0?user_id=6",NA,"8777_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",449,"8779_0","The Birmingham age-herald (Birmingham, Ala...)","Alabama","1919-01-01",1919,1,1,"seq-4","ed-1",1,800,8779,0,"sn85038485","https://articleextractor.org/pages/8779/au_carver_ver01/sn85038485/1919/01/01/ed-1/seq-4/0?user_id=6",NA,"8779_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",451,"8783_0","The Corpus Christi caller (Corpus Christi,...)","Texas","1920-04-23",1920,4,23,"seq-1","ed-1",1,11595,8783,0,"sn86071134","https://articleextractor.org/pages/8783/txdn_kenya_ver01/sn86071134/1920/04/23/ed-1/seq-1/0?user_id=6",NA,"8783_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",460,"8797_0","The Jeffersonian (Atlanta, Ga.)","Georgia","1915-10-28",1915,10,28,"seq-5","ed-1",1,2687,8797,0,"sn82014546","https://articleextractor.org/pages/8797/gu_fornax_ver01/sn82014546/1915/10/28/ed-1/seq-5/0?user_id=6",NA,"8797_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",463,"8805_0",NA,"Texas","1919-09-30",1919,9,30,"seq-6","ed-1",1,11497,8805,0,"sn88084272","https://articleextractor.org/pages/8805/txdn_hungary_ver01/sn88084272/1919/09/30/ed-1/seq-6/0?user_id=6",NA,"8805_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",477,"8820_0","Staunton spectator and vindicator (Staunton, Va.)","Virginia","1898-08-25",1898,8,25,"seq-2","ed-1",1,11979,8820,0,"sn84024720","https://articleextractor.org/pages/8820/vi_goforwand_ver02/sn84024720/1898/08/25/ed-1/seq-2/0?user_id=6",NA,"8820_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",483,"8826_0","Fisherman & farmer (Edenton, N.C.)","North Carolina","1892-08-12",1892,8,12,"seq-6","ed-1",1,7994,8826,0,"sn91068084","https://articleextractor.org/pages/8826/ncu_elk_ver01/sn91068084/1892/08/12/ed-1/seq-6/0?user_id=6",NA,"8826_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",486,"8830_0",NA,"Texas","1891-05-14",1891,5,14,"seq-1","ed-1",1,11215,8830,0,"sn86088296","https://articleextractor.org/pages/8830/txdn_audi_ver01/sn86088296/1891/05/14/ed-1/seq-1/0?user_id=6",NA,"8830_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",487,"8831_0",NA,"North Carolina","1891-09-26",1891,9,26,"seq-1","ed-1",1,8012,8831,0,"sn91068305","https://articleextractor.org/pages/8831/ncu_fisher_ver01/sn91068305/1891/09/26/ed-1/seq-1/0?user_id=6",NA,"8831_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",488,"8832_0","The western sentinel (Winston-Salem, ...)","North Carolina","1891-04-23",1891,4,23,"seq-2","ed-1",1,8066,8832,0,"sn92073232","https://articleextractor.org/pages/8832/ncu_frankenbatch_ver01/sn92073232/1891/04/23/ed-1/seq-2/0?user_id=6",NA,"8832_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",489,"8832_1","The western sentinel (Winston-Salem, ...)","North Carolina","1891-04-23",1891,4,23,"seq-2","ed-1",1,8074,8832,1,"sn92073232","https://articleextractor.org/pages/8832/ncu_frankenbatch_ver01/sn92073232/1891/04/23/ed-1/seq-2/0?user_id=6",NA,"8832_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",490,"8833_0","The morning news (Savannah, Ga.)","Georgia","1891-07-25",1891,7,25,"seq-1","ed-1",1,2627,8833,0,"sn86063034","https://articleextractor.org/pages/8833/gu_columbo_ver02/sn86063034/1891/07/25/ed-1/seq-1/0?user_id=6",NA,"8833_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",491,"8833_1","The morning news (Savannah, Ga.)","Georgia","1891-07-25",1891,7,25,"seq-1","ed-1",1,2628,8833,1,"sn86063034","https://articleextractor.org/pages/8833/gu_columbo_ver02/sn86063034/1891/07/25/ed-1/seq-1/0?user_id=6",NA,"8833_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",500,"8842_0",NA,"Mississippi","1893-02-09",1893,2,9,"seq-2","ed-1",1,7015,8842,0,"sn87065567","https://articleextractor.org/pages/8842/msar_flint_ver01/sn87065567/1893/02/09/ed-1/seq-2/0?user_id=6",NA,"8842_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",501,"8842_1",NA,"Mississippi","1893-02-09",1893,2,9,"seq-2","ed-1",1,7016,8842,1,"sn87065567","https://articleextractor.org/pages/8842/msar_flint_ver01/sn87065567/1893/02/09/ed-1/seq-2/0?user_id=6",NA,"8842_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",504,"8847_0",NA,"Mississippi","1892-11-17",1892,11,17,"seq-2","ed-1",1,7014,8847,0,"sn87065567","https://articleextractor.org/pages/8847/msar_flint_ver01/sn87065567/1892/11/17/ed-1/seq-2/0?user_id=6",NA,"8847_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",505,"8849_0","The leader (Brookhaven, Mis...)","Mississippi","1898-08-17",1898,8,17,"seq-1","ed-1",1,6776,8849,0,"sn86074063","https://articleextractor.org/pages/8849/msar_agate_ver01/sn86074063/1898/08/17/ed-1/seq-1/0?user_id=6",NA,"8849_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",506,"8849_1","The leader (Brookhaven, Mis...)","Mississippi","1898-08-17",1898,8,17,"seq-1","ed-1",1,6777,8849,1,"sn86074063","https://articleextractor.org/pages/8849/msar_agate_ver01/sn86074063/1898/08/17/ed-1/seq-1/0?user_id=6",NA,"8849_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",522,"8870_0","The semi-weekly messenger (Wilmington, N.C...)","North Carolina","1903-06-26",1903,6,26,"seq-5","ed-1",1,8121,8870,0,"sn91068367","https://articleextractor.org/pages/8870/ncu_green_ver01/sn91068367/1903/06/26/ed-1/seq-5/0?user_id=6",NA,"8870_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",527,"8875_0","The Gainesville star (Gainesville, Fl...)","Florida","1903-07-24",1903,7,24,"seq-4","ed-1",1,2566,8875,0,"sn95047242","https://articleextractor.org/pages/8875/fu_six_ver01/sn95047242/1903/07/24/ed-1/seq-4/0?user_id=6",NA,"8875_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",528,"8875_1","The Gainesville star (Gainesville, Fl...)","Florida","1903-07-24",1903,7,24,"seq-4","ed-1",1,2567,8875,1,"sn95047242","https://articleextractor.org/pages/8875/fu_six_ver01/sn95047242/1903/07/24/ed-1/seq-4/0?user_id=6",NA,"8875_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",529,"8875_2","The Gainesville star (Gainesville, Fl...)","Florida","1903-07-24",1903,7,24,"seq-4","ed-1",1,2568,8875,2,"sn95047242","https://articleextractor.org/pages/8875/fu_six_ver01/sn95047242/1903/07/24/ed-1/seq-4/0?user_id=6",NA,"8875_2.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",530,"8875_3","The Gainesville star (Gainesville, Fl...)","Florida","1903-07-24",1903,7,24,"seq-4","ed-1",1,2569,8875,3,"sn95047242","https://articleextractor.org/pages/8875/fu_six_ver01/sn95047242/1903/07/24/ed-1/seq-4/0?user_id=6",NA,"8875_3.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",531,"8875_4","The Gainesville star (Gainesville, Fl...)","Florida","1903-07-24",1903,7,24,"seq-4","ed-1",1,2570,8875,4,"sn95047242","https://articleextractor.org/pages/8875/fu_six_ver01/sn95047242/1903/07/24/ed-1/seq-4/0?user_id=6",NA,"8875_4.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",532,"8875_5","The Gainesville star (Gainesville, Fl...)","Florida","1903-07-24",1903,7,24,"seq-4","ed-1",1,2571,8875,5,"sn95047242","https://articleextractor.org/pages/8875/fu_six_ver01/sn95047242/1903/07/24/ed-1/seq-4/0?user_id=6",NA,"8875_5.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",537,"8881_0","The progressive farmer (Winston, N.C.)","North Carolina","1901-12-03",1901,12,3,"seq-2","ed-1",1,8313,8881,0,"sn92073049","https://articleextractor.org/pages/8881/ncu_johns_ver01/sn92073049/1901/12/03/ed-1/seq-2/0?user_id=6",NA,"8881_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",538,"8882_0",NA,"Georgia","1901-09-04",1901,9,4,"seq-1","ed-1",1,2718,8882,0,"sn89053684","https://articleextractor.org/pages/8882/gu_gadget_ver01/sn89053684/1901/09/04/ed-1/seq-1/0?user_id=6",NA,"8882_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",539,"8882_1",NA,"Georgia","1901-09-04",1901,9,4,"seq-1","ed-1",1,2720,8882,1,"sn89053684","https://articleextractor.org/pages/8882/gu_gadget_ver01/sn89053684/1901/09/04/ed-1/seq-1/0?user_id=6",NA,"8882_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",542,"8884_0","The gold leaf (Henderson, N.C.)","North Carolina","1901-10-17",1901,10,17,"seq-4","ed-1",1,8195,8884,0,"sn91068402","https://articleextractor.org/pages/8884/ncu_haw_ver01/sn91068402/1901/10/17/ed-1/seq-4/0?user_id=6",NA,"8884_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",544,"8890_0","The times (Washington [D.C...)","District of Columbia","1897-07-17",1897,7,17,"seq-4","ed-1",1,2041,8890,0,"sn85054468","https://articleextractor.org/pages/8890/dlc_dutch_ver02/sn85054468/1897/07/17/ed-1/seq-4/0?user_id=6",NA,"8890_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",545,"8890_1","The times (Washington [D.C...)","District of Columbia","1897-07-17",1897,7,17,"seq-4","ed-1",1,2042,8890,1,"sn85054468","https://articleextractor.org/pages/8890/dlc_dutch_ver02/sn85054468/1897/07/17/ed-1/seq-4/0?user_id=6",NA,"8890_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",548,"8893_0","The Atlanta constitution (Atlanta, Ga.)","Georgia","1903-06-29",1903,6,29,"seq-11","ed-1",1,2740,8893,0,"sn89053706","https://articleextractor.org/pages/8893/gu_graco_ver01/sn89053706/1903/06/29/ed-1/seq-11/0?user_id=6",NA,"8893_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",553,"8908_0","The news & observer (Raleigh, N.C.)","North Carolina","1903-11-05",1903,11,5,"seq-2","ed-1",1,8183,8908,0,"sn85042104","https://articleextractor.org/pages/8908/ncu_hamm_ver01/sn85042104/1903/11/05/ed-1/seq-2/0?user_id=6",NA,"8908_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",554,"8909_0",NA,"Mississippi","1903-01-24",1903,1,24,"seq-1","ed-1",1,7208,8909,0,"sn87065600","https://articleextractor.org/pages/8909/msar_obsidian_ver01/sn87065600/1903/01/24/ed-1/seq-1/0?user_id=6",NA,"8909_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",562,"8921_0","The Birmingham age-herald (Birmingham, Ala...)","Alabama","1903-12-28",1903,12,28,"seq-4","ed-1",1,747,8921,0,"sn85038485","https://articleextractor.org/pages/8921/au_capote_ver01/sn85038485/1903/12/28/ed-1/seq-4/0?user_id=6",NA,"8921_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",564,"8924_0","The Birmingham age-herald (Birmingham, Ala...)","Alabama","1904-09-28",1904,9,28,"seq-1","ed-1",1,809,8924,0,"sn85038485","https://articleextractor.org/pages/8924/au_davis_ver01/sn85038485/1904/09/28/ed-1/seq-1/0?user_id=6",NA,"8924_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",567,"8933_0","The Atlanta constitution (Atlanta, Ga.)","Georgia","1893-02-28",1893,2,28,"seq-12","ed-1",1,2698,8933,0,"sn89053706","https://articleextractor.org/pages/8933/gu_fornax_ver01/sn89053706/1893/02/28/ed-1/seq-12/0?user_id=6",NA,"8933_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",568,"8936_0",NA,"Arkansas","1907-07-17",1907,7,17,"seq-3","ed-1",1,568,8936,0,"sn89051168","https://articleextractor.org/pages/8936/arhi_huskerdu_ver01/sn89051168/1907/07/17/ed-1/seq-3/0?user_id=6",NA,"8936_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",569,"8942_0","The Houston daily post (Houston, Tex.)","Texas","1901-07-13",1901,7,13,"seq-1","ed-1",1,11346,8942,0,"sn86071197","https://articleextractor.org/pages/8942/txdn_delta_ver01/sn86071197/1901/07/13/ed-1/seq-1/0?user_id=6",NA,"8942_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
