docname,Newspaper,Year,Beginning of Passage,keyword,End of Passage,Code,Comments
13808_0.txt,"Birmingham age-herald (Birmingham, Ala...)",1894,"it may be directed toward wealth , instead of toward crime . already have we seen in this country a display of animosity toward corporations and toward rich men and for no other reason than because , of their wealth . every man is deeply interested in putting down the",mob,"spirit , for he knows not but that he may be the next victim . so open have men become in deflance of law that they engage in a lynching without even to conceal their taking the precaution faces . this shows a most deplorable and dangerous disregard for the",NA,NA
13808_0.txt,"Birmingham age-herald (Birmingham, Ala...)",1894,", liberty and property , but how can this protection be maintained when men take the law in their own hands . lynch law leads to an archy , and anarchy to overthrow of all government . the press , pulpit and all moral agencies cannot too severely con demn",mob,and warn the people agains : its legitimate law results .,NA,NA
13810_0.txt,"Phillipsburg herald (Phillipsburg, K...)",1894,lynch law . one of the most determined,mobs,"that ever gathered in western kansas lynched william mckinley aud bis son , lewis , at sharon springs last monday night , for the of charles garley . the crime which led up to the hanging was cruel and revolting . about a week ago charles garley , a son-",NA,NA
13811_0.txt,"Potosi journal. (Potosi, Mo.)",1898,a,mob,"lynched dick oliver , a young negro , for asasvit fpon a white woman attempted .",NA,NA
13812_0.txt,"The Washington weekly post. (Washington, D.C...)",1899,"negro lynched for barn- burning . memphis , tenn . , may 1- willis sees , a negro aged thirty years , was taken from the jail at osceola , ark . , sunday , and hanged in the jail yard by a",mob,"of torty mer . sees was charged with barn- burn- ing . the negro confessed the crime , and twice he was then hanged .",NA,NA
13813_0.txt,"The Topeka state journal (Topeka, Kansas)",1899,,mob,"got him . a negro prisoner lynched at mexico , mo . st . louis , july 22 . - a special to the post- dispatch from mexico , mo . , says : frank embree , the negro charged with assaulting 14 year old miss dougherty near benton ,",NA,NA
13813_0.txt,"The Topeka state journal (Topeka, Kansas)",1899,"the negro charged with assaulting 14 year old miss dougherty near benton , howard county , a few weeks ago , was taken from the jail here today and while en route to fay ette to be tried for his crime , he was taken from the officers by a",mob,"at steinmetz , and hanged to a tree . your correspondent had a talk with the negro and he denied his guilt . he wanted to be taken to kansas city to prevent by a mob , but the officers did capture not think it necessary .",NA,NA
13813_0.txt,"The Topeka state journal (Topeka, Kansas)",1899,"be tried for his crime , he was taken from the officers by a mob at steinmetz , and hanged to a tree . your correspondent had a talk with the negro and he denied his guilt . he wanted to be taken to kansas city to prevent by a",mob,", but the officers did capture not think it necessary .",NA,NA
13813_1.txt,"The Topeka state journal (Topeka, Kansas)",1899,afraid of a,mob,". it appears that there is still danger at alma . although sheriff treu of wabaunsee county stoutly asserted that there was no danger of mob violence toward "" dick "" williams and james render , alias denver kid , during their stay in alma yet he changed his mind",NA,NA
13813_1.txt,"The Topeka state journal (Topeka, Kansas)",1899,afraid of a mob . it appears that there is still danger at alma . although sheriff treu of wabaunsee county stoutly asserted that there was no danger of,mob,"violence toward "" dick "" williams and james render , alias denver kid , during their stay in alma yet he changed his mind and brought render back to the county jail in topeka friday night . there has been talk enough in alma to warrant the sheriff in being",NA,NA
13814_0.txt,"Ottumwa semi-weekly courier (Ottumwa, Iowa) 1899-1903",1902,,mob,"lynches a murderer . day after sentence to life term . elizabethtown , ky . , nov . 17 . - har lan buckles , who was sentenced to life imprisonment saturday for the mur der of deputy marshal robert l . reid , was hanged a mob shortly after",NA,NA
13814_0.txt,"Ottumwa semi-weekly courier (Ottumwa, Iowa) 1899-1903",1902,"mob lynches a murderer . day after sentence to life term . elizabethtown , ky . , nov . 17 . - har lan buckles , who was sentenced to life imprisonment saturday for the mur der of deputy marshal robert l . reid , was hanged a",mob,shortly after 2 o'clock yesterday by morning . hangs slayer of a deputy marshal rei's shoes he threw his own away .,NA,NA
13815_0.txt,"The Ogden standard (Ogden City, Utah) 1902-1910",1909,,mob,"lynches a negro who had attacked woman . anniston , ala . , nov . 24 . - a mob . lynched roy rolston , a negro here today for attacking mrs . w . c . cheat- wood , wife of a white farmer . the negro fled after",NA,NA
13815_0.txt,"The Ogden standard (Ogden City, Utah) 1902-1910",1909,"mob lynches a negro who had attacked woman . anniston , ala . , nov . 24 . - a",mob,". lynched roy rolston , a negro here today for attacking mrs . w . c . cheat- wood , wife of a white farmer . the negro fled after his crime and was tracked many miles . his pusuers riddled him with shot and his body then was burned",NA,NA
13818_0.txt,"The Topeka state journal (Topeka, Kansas)",1902,,mob,"hanged two . charlotte , n . c . , june 11 . - a mob of about 50 masked men broke into the jail about 1 o'clock this morning , secured two negroes , took them to the outskirts of the city and hanged them to a tree ,",NA,NA
13818_0.txt,"The Topeka state journal (Topeka, Kansas)",1902,"mob hanged two . charlotte , n . c . , june 11 . - a",mob,"of about 50 masked men broke into the jail about 1 o'clock this morning , secured two negroes , took them to the outskirts of the city and hanged them to a tree , riddling their bodies with bullets . the negroes lynched were harris and james gillespie , charged",NA,NA
13818_0.txt,"The Topeka state journal (Topeka, Kansas)",1902,"mob hanged two . charlotte , n . c . , june 11 . - a mob of about 50",masked,"men broke into the jail about 1 o'clock this morning , secured two negroes , took them to the outskirts of the city and hanged them to a tree , riddling their bodies with bullets . the negroes lynched were harris and james gillespie , charged with the murder of",NA,NA
